,Type,Requirement,Tag
363,F, For each shot  the product shall notify the players whether the shot was a hit or miss.,1
364,F, For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,1
365,F, For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,1
366,F,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,1
367,F,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,1
368,F,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,1
369,F,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,1
370,F,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,1
371,F,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,1
372,F,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,1
373,F,The product shall continue to assign turns until the game is ended.,1
374,F,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player s ships  which had not been previously marked as sunk.,1
375,F,The product shall allow a player to end a game at any time during the game.,1
376,F,When a game is ended  the product shall notify the players that the game is ended.,1
377,F,The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,1
378,F,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,1
379,F,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,1
380,US,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,0
381,US,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,0
382,PE,The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,0
383,PE,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,0
384,PE,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,0
385,A,The system shall have high availability every day of the year.The system must be available for use between 12,0
386,A,The system must be available for use between 7,0
387,MN,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,0
388,SE,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,0
389,SE,The product shall ensure that only supervisors can enter a caller s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,0
390,SE,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,0
391,LF,The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,0
392,LF,The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,0
393,LF,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,0
394,LF,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,0
395,US,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,0
396,US,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,0
397,US,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),0
398,PE,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,0
399,PE,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,0
400,PE,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,0
401,PE,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,0
402,PE,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,0
403,A,The product shall be available 99% of the time. Rationale,0
404,FT,The product shall be robust.The product shall have fault avoidance based on standards adoption.,0
405,FT,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,0
406,SC,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,0
407,O,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,0
408,O,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,0
409,MN,The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,0
410,MN,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,0
411,MN,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,0
412,SE, The product shall have security.The product shall provide authentication  and authorization.,0
413,SE,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,0
414,SE,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,0
415,LF,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,0
416,LF,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,0
417,LF,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,0
418,LF,The interface must summarize the data in a fashion that s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,0
419,US,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,0
420,US,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,0
421,US,Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),0
422,US,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,0
423,US,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),0
424,US,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,0
425,A,The WCS system shall be available at all times as long as IBM s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM s internal intranet W3 is available.,0
426,SC,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,0
427,SC,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,0
428,O,The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,0
429,O,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,0
430,MN,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.,0
431,MN, All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,0
432,SE,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,0
433,SE,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user s computer.,0
434,SE,Each team owner will need to use a username and password in order to be authenticated to reach the team owner s page,0
435,SE,The Commissioner will be the only authorized user per league to adjust league settings.,0
436,LF,Each page shall contain a navigation menu which shows the index into which the current page is contained.,0
437,LF,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,0
438,LF,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,0
439,US,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,0
440,US,Users shall be able to reach the  add    drop   and  trade player  pages with one click from the team owner s page.,0
441,US,Users shall be able to view at least 25 NFL player statistics and points on each page.,0
442,US,The application shall ask the user to confirm dropping a player or trading a player before performing the action.,0
443,PE,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,0
444,A,The application shall have a downtime of at most 10 minutes per year.,0
445,O,The application shall run on a web application server.,0
446,PE,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,0
447,PE,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,0
448,O, The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday   Saturday 3,0
449,O,The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,0
450,O,A primary database will be used to store cached data for active users.,0
451,A,The system shall achieve 95% up time.,0
452,LF,The system shall have a professional appearance,0
453,LF,The product shall have a consistent color scheme and fonts.,0
454,US,The system shall be used by realtors with no training.,0
455,US,The system shall be intuitive and self explanatory.,0
456,US,The product shall be easy for a realtor to learn.,0
457,US,The product shall use symbols and words that are naturally understandable by the realtor community.,0
458,PE,The product shall produce search results in an acceptable time,0
459,PE,The search results shall be returned no later 30      seconds  after the user has entered the search criteria,0
460,PE,The product shall generate a CMA report in an acceptable time.,0
461,PE,The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,0
462,PE,The product shall synchronize contacts and appointments in an acceptable time.,0
463,PE,The product shall synchronize with the office system every hour.,0
464,A, The product shall be available for use 24 hours per day  365 days  per year,0
465,A, Out of 1000 accesses to the system  the system is available 999 times.,0
466,FT,The product shall operate in offline mode whenever internet connection is unavailable.,0
467,FT, The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,0
468,FT,The product shall retain user preferences in the event of a failure.,0
469,FT,100% of saved user preferences shall be restored when system comes back online.,0
470,SC,The product shall be able to support multiple remote users,0
471,SC,The product shall be able support 1000 simultaneous users.,0
472,SC,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,0
473,US,The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,0
474,US,90% of untrained realtors shall be able to install the product on their device without printed instructions,0
475,PO,The product is expected to run on Windows CE and Palm operating systems.,0
476,SE,Only registered realtors shall be able to access the system.,0
477,SE,Every user of the system shall be authenticated and authorized.,0
478,SE,The product shall prevent its data from incorrect data being introduced.,0
479,F,The system shall allow a real estate agent to query MLS information,1
480,F,The user shall be able to get driving directions to a selected property,1
481,F,The user shall be able to download appointments and contact information for clients,1
482,F,The system shall display clear property images in the search results,1
483,SC,system shall be able to handle all of the user requests/usage during business hours.,0
484,SC,The system shall cater to 10 simultaneous users from 9am to 5pm.,0
485,SC,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,0
486,SC,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,0
487,O,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,0
488,O,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,0
489,O,A secondary database will be used to store historical statistics and data.,0
490,F,The system shall be able to call the seller or buyer to schedule an appointment,1
491,F,The realtor shall be notified of new client appointments after automatic synchronization with office system,1
492,F,The realtor shall be able to retrieve a map showing property locations for a specified area,1
493,F,The system shall notify the realtor when a seller or buyer responds to an appointment request,1
494,F,The product shall allow the user to save the property search results.,1
495,US,The system shall be easy to use by the Program Administrators/Nursing Staff Members.,0
496,US,All of the users shall be able to use the system after one day of training.,0
497,US,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,0
498,US,The number of mistakes noted by the students shall be decreased by 50% in the first year.,0
499,US,The system shall be intuitive to the Program Administrators/Nursing Staff Members.,0
500,US,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,0
501,US,The system shall use symbols and words that are naturally understandable by the user community.,0
502,US,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,0
503,PE,Staff members shall be able to complete a set of tasks in a timely manner.,0
504,PE,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,0
505,A,The system shall be available for use between the hours of 8am and 6pm.,0
506,O,The system shall operate within the Windows XP Professional operating system.,0
507,O,The system shall interface with CampusConnect s central server,0
508,O,The system shall interface with the faculty central server.,0
509,O,The system shall interface with the student master server.,0
510,O,We must be able to interface with any HTML browser.,0
511,SE,Only authorized users shall have access to clinical site information.,0
512,SE,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,0
513,SE,Only authorized users shall have access to students  personal information.,0
514,SE,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students  personal information.,0
515,SE,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,0
516,SE,Fit Criterion,0
517,SE,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,0
518,SE,The system shall protect private information in accordance with the organization s information policy.,0
519,SE,The system shall be built such that it is as secure as possible from malicious interference.,0
520,SE,The system shall use the organization s standard virus protection software to help monitor threats to itself.,0
521,F,A cohort shall be associated to one Program of Study offered by the department.,1
522,F,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,1
523,F,Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,1
524,F,Students added to a cohort shall be eligible for the cohort s Program of Study.,1
525,F,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,1
526,F, For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,1
527,F, For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,1
528,F,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,1
529,MN,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,0
530,MN,New System version releases shall be released at the beginning of each NFL season.,0
531,F,The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,1
532,F,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,1
533,F,The system shall allow modification of the display.,1
534,F,The system shall offer a display of all the Events in the exercise.,1
535,F,The system shall filter data by,1
536,F,The system shall allow a user to define the time segments,1
537,F,The system shall display the local and exercise time in separate clocks,1
538,F,The system shall offer the ability to pause and resume the refresh of data.,1
539,F,The system shall provide charts for the Activity or Event actual versus assumed time.,1
540,A,The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.,0
541,O,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space,0
542,O,98% of the user workstations shall meet the minimum software requirements prior to implementation,0
543,O,The RFS system should be able to easily interface with the BDW environment  in order to load the data.  	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.,0
544,MN,Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.,0
545,MN,New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.,0
546,SE,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.,0
547,SE,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,0
548,LF,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,0
549,LF,The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,0
550,US,The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,0
551,PE,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.,0
552,F,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,1
553,F, The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,1
554,F, The system will notify affected parties when changes occur affecting clinicals  including but not limited to clinical section capacity changes  and clinical section cancellations.,1
555,F, The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,1
